StudentID,FirstName,LastName,Class,Term,Math,English,Science,History,Attendance (%),ProjectScore,Passed (Y/N),IncomeStudent,Cohort,Track
3111,Daniel,Taylor,11B,2,40.5,59.9,74.3,96.3,75.7,49.1,True,True,27-28,Bm
3174,James,Martin,10B,1,67.6,94.0,82.2,83.3,97.6,63.0,True,True,25-26,Bm
3183,Benjamin,Martin,11B,1,64.2,62.2,76.5,69.4,91.1,52.5,True,True,25-26,Bm
3042,Ava,Harris,10B,1,63.8,30.2,95.4,72.5,65.7,97.7,True,True,25-26,Bm
3011,Emma,Brown,10B,2,97.2,95.6,96.0,98.0,69.6,55.2,True,False,26-27,Bm
3040,James,Morgan,10B,1,95.4,59.4,96.5,77.1,86.5,47.1,True,False,27-28,Bm
3056,Sophia,Brown,12B,2,68.5,95.8,49.8,30.5,74.1,58.4,True,False,26-27,Bm
3010,Lucas,Martin,12B,2,77.7,52.4,52.5,57.8,64.7,81.9,True,False,26-27,Bm
3058,Benjamin,Martin,11B,1,34.9,53.8,33.0,63.8,84.4,53.1,False,False,27-28,Bm
3153,Lucas,Walker,12B,1,44.2,62.6,87.3,82.8,85.8,50.9,True,False,27-28,Bm
3180,Benjamin,Lee,10B,2,36.1,34.8,94.0,58.7,91.1,92.2,True,False,25-26,Bm
3005,Lucas,Brown,12B,1,44.7,42.8,31.3,43.9,79.4,49.4,False,True,26-27,Bm
3008,Sophia,Morgan,10B,1,32.7,90.1,49.6,71.7,79.0,64.2,True,True,26-27,Bm
3075,Sophia,Brown,12B,1,49.9,92.4,66.0,74.8,64.7,81.5,True,False,25-26,Bm
3105,Lucas,White,10B,1,41.6,99.5,61.4,50.9,89.9,42.1,True,False,27-28,Bm
3041,Sophia,Lee,12B,1,76.4,83.3,75.4,57.1,67.3,75.4,True,True,27-28,Bm
3078,Sophia,Martin,12B,2,44.1,96.7,35.9,79.4,79.4,64.9,True,False,25-26,Bm
3099,Evelyn,Harris,11B,2,64.5,93.6,92.1,94.7,81.0,67.4,True,True,25-26,Bm
3147,Isabella,Morgan,10B,2,95.4,60.6,46.0,70.9,80.0,78.5,True,False,25-26,Bm
3027,Sophia,Smith,11B,2,64.5,86.0,57.9,31.3,67.8,94.1,True,False,25-26,Bm
3064,James,Smith,11B,1,31.5,44.0,83.6,57.7,85.7,40.6,True,False,25-26,Bm
3094,Evelyn,Morgan,12B,1,90.0,59.4,51.8,33.2,73.6,94.9,True,True,27-28,Bm
3117,Lucas,Martin,10B,2,40.5,61.0,99.8,67.0,94.2,85.7,True,False,26-27,Bm
3136,Mia,Brown,10B,2,90.4,76.6,71.9,53.0,89.1,92.6,True,True,27-28,Bm
3145,Amelia,Walker,11B,1,65.1,73.8,87.2,48.9,94.8,50.7,True,False,27-28,Bm
3166,James,Taylor,11B,1,70.5,59.5,90.3,81.5,63.9,65.2,True,True,26-27,Bm
3047,James,Harris,12B,1,63.3,88.7,60.3,34.4,96.6,97.2,True,False,27-28,Bm
3032,Noah,Harris,11B,2,56.3,88.1,39.2,94.9,72.9,59.1,True,True,27-28,Bm
3034,Mia,Brown,11B,1,41.0,51.5,92.0,72.0,80.9,68.0,True,False,26-27,Bm
3090,Amelia,Walker,11B,1,97.0,41.5,88.8,78.6,91.7,71.6,True,False,27-28,Bm
3110,Alice,Brown,11B,1,44.4,55.2,56.9,57.4,99.2,47.9,True,False,26-27,Bm
3002,Sophia,Brown,12B,1,42.7,43.8,36.9,42.8,78.0,68.6,False,True,26-27,Bm
3067,Ethan,Taylor,10B,1,86.7,36.2,91.1,90.9,68.3,95.0,True,False,27-28,Bm
3127,Ava,Harris,12B,1,61.5,99.4,99.8,86.8,64.1,96.7,True,False,26-27,Bm
3016,Isabella,Taylor,11B,2,57.9,55.9,73.7,63.6,91.8,66.0,True,False,27-28,Bm
3021,Logan,Walker,10B,1,39.1,81.3,40.8,63.8,70.0,56.7,True,False,26-27,Bm
3106,Liam,Lee,11B,1,88.4,73.3,38.7,90.7,82.6,84.2,True,False,27-28,Bm
3069,James,Lee,11B,2,88.0,58.7,70.4,37.0,66.0,50.0,True,False,26-27,Bm
3095,Lucas,White,12B,2,35.1,86.4,70.2,85.0,73.3,92.7,True,True,27-28,Bm
3103,Mia,Lee,11B,2,41.4,37.5,31.2,42.7,64.8,99.4,False,True,27-28,Bm
3129,Amelia,Morgan,11B,1,82.5,36.3,98.5,94.7,83.8,89.2,True,False,25-26,Bm
3181,Emma,Taylor,10B,1,66.2,65.4,57.4,32.9,62.2,69.9,True,True,27-28,Bm
3050,Logan,Taylor,10B,1,93.4,41.4,68.8,98.5,69.9,60.6,True,False,27-28,Bm
3089,Mia,Taylor,11B,1,76.1,76.7,80.9,74.2,91.8,89.6,True,False,25-26,Bm
3160,Lucas,Lee,10B,1,61.4,96.9,86.4,66.3,64.8,52.1,True,True,25-26,Bm
3193,Ava,Walker,11B,1,68.2,50.2,48.8,47.4,68.1,54.1,True,True,25-26,Bm
3196,Daniel,Morgan,10B,2,47.1,44.9,59.0,47.8,72.1,41.9,False,False,27-28,Bm
3077,Ava,Morgan,11B,1,87.8,34.4,96.2,62.4,79.0,43.4,True,False,27-28,Bm
3076,Elijah,Martin,10B,1,66.9,63.5,89.0,42.3,90.0,89.2,True,True,25-26,Bm
3096,Amelia,White,11B,1,44.3,39.0,48.8,46.1,86.0,56.7,False,False,26-27,Bm
3170,Elijah,Martin,12B,1,66.9,65.7,65.9,98.0,67.9,97.2,True,True,26-27,Bm
3028,Sophia,Walker,11B,1,56.2,95.5,63.9,87.6,83.1,84.3,True,False,26-27,Bm
3151,Amelia,Taylor,11B,2,33.5,96.7,51.9,50.6,90.6,99.1,True,False,26-27,Bm
3185,Noah,Brown,12B,1,89.6,54.2,72.9,89.0,89.8,69.9,True,True,25-26,Bm
3074,Evelyn,Smith,11B,1,55.8,75.8,79.3,72.7,91.7,51.0,True,True,25-26,Bm
3109,Logan,Morgan,11B,1,45.5,34.6,87.7,78.7,96.8,66.3,True,True,25-26,Bm
3134,Olivia,Smith,11B,2,31.8,76.9,70.5,32.4,89.4,66.3,True,False,27-28,Bm
3132,Benjamin,White,10B,1,39.9,61.5,71.1,81.6,68.4,73.1,True,False,27-28,Bm
3190,Mia,White,10B,1,64.6,52.2,58.6,78.9,78.1,99.4,True,False,25-26,Bm
3013,Sophia,Harris,12B,1,88.5,61.2,69.3,68.9,62.9,56.0,True,True,26-27,Bm
3018,Isabella,Harris,11B,1,61.9,52.7,93.0,87.9,60.1,71.4,True,False,26-27,Bm
3175,Ava,White,12B,2,51.0,48.2,30.3,73.1,77.6,40.2,True,False,26-27,Bm
3025,Liam,Martin,10B,1,37.7,51.3,76.7,38.1,87.6,73.3,True,True,27-28,Bm
3037,Harper,Taylor,12B,1,80.3,93.2,67.6,46.8,96.1,88.6,True,True,26-27,Bm
3080,Mia,Harris,11B,1,62.2,82.5,60.1,55.2,65.7,86.7,True,True,27-28,Bm
3148,Lucas,Smith,10B,2,77.8,84.5,74.1,79.0,86.9,67.8,True,True,25-26,Bm
3122,Mia,Taylor,12B,2,39.4,64.2,79.9,30.9,62.8,92.0,True,True,25-26,Bm
